county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km
BR,Braila,Braila,318650,0.446,0.321,0.531,0.454,0.395,0.17,0.39,8.73,485.04,13.16
BC,Bacau,Onesti,938662,0.48,0.398,0.396,0.408,0.435,0.09,4.55,6.99,112.49,333.68
AG,Arges,Pitesti,512176,0.365,0.447,0.358,0.357,0.34,0.05,7.5,7.07,227.11,156.54
VN,Vrancea,Focsani,608992,0.39,0.415,0.346,0.421,0.39,0.73,0.21,4.1,86.48,320.67
CJ,Cluj,Cluj-Napoca,391362,0.451,0.441,0.306,0.37,0.367,0.07,0.32,5.89,106.1,124.79
BZB,Bucuresti,Sector 3,604458,0.744,0.337,0.227,0.365,0.399,0.57,0.49,1.35,201.92,148.01
DB,Dambovita,Targoviste,800568,0.457,0.423,0.377,0.369,0.396,0.12,0.2,4.57,439.74,128.85
BZB,Bucuresti,Sector 6,656364,0.641,0.362,0.203,0.337,0.3,0.16,0.94,2.23,512.73,150.82
IF,Ilfov,Voluntari,711055,0.521,0.303,0.331,0.426,0.308,1.26,7.11,5.55,199.01,317.69
BZB,Bucuresti,Sector 3,642156,0.583,0.304,0.24,0.357,0.352,0.63,0.77,0.67,432.41,87.51
BV,Brasov,Fagaras,279260,0.264,0.669,0.358,0.518,0.385,0.11,1.79,6.73,265.35,119.71
VL,Valcea,Ramnicu Valcea,590716,0.392,0.424,0.413,0.396,0.391,0.24,1.87,9.18,264.85,357.27
IF,Ilfov,Chitila,936828,0.517,0.372,0.395,0.398,0.373,0.85,7.5,6.44,590.45,93.55
BZB,Bucuresti,Sector 6,920674,0.724,0.304,0.255,0.342,0.347,0.1,0.52,2.55,307.89,359.1
BZB,Bucuresti,Sector 3,660131,0.69,0.37,0.226,0.321,0.353,0.09,0.26,0.82,200.5,60.09
CJ,Cluj,Turda,477995,0.485,0.368,0.268,0.385,0.412,0.2,0.38,1.8,156.19,226.05
CJ,Cluj,Turda,807892,0.481,0.457,0.289,0.335,0.333,0.1,0.21,0.54,392.91,358.85
BZ,Buzau,Ramnicul Sarat,808412,0.407,0.369,0.396,0.383,0.415,0.31,7.5,1.15,399.24,116.98
AB,Alba,Aiud,533394,0.351,0.522,0.34,0.449,0.425,0.49,7.5,18.0,502.58,314.55
BZ,Buzau,Buzau,466118,0.433,0.369,0.353,0.348,0.343,0.16,0.2,8.87,224.68,223.09
BV,Brasov,Fagaras,921028,0.334,0.637,0.308,0.433,0.389,0.16,7.27,18.0,263.47,153.03
BZB,Bucuresti,Sector 6,357441,0.694,0.343,0.219,0.352,0.379,0.12,0.27,1.17,152.8,142.91
PH,Prahova,Ploiesti,803544,0.531,0.348,0.293,0.348,0.396,0.16,0.33,1.59,154.3,41.16
SM,Satu Mare,Satu Mare,842977,0.36,0.41,0.337,0.457,0.343,0.14,3.14,18.0,491.95,168.0
SV,Suceava,Suceava,374083,0.398,0.48,0.346,0.371,0.451,0.16,4.91,7.13,195.02,208.56
BZ,Buzau,Ramnicul Sarat,387786,0.371,0.409,0.415,0.385,0.342,0.1,3.75,10.67,404.65,176.05
TL,Tulcea,Babadag,118339,0.384,0.239,0.555,0.666,0.312,0.35,5.7,6.85,24.25,12.31
CJ,Cluj,Dej,971964,0.509,0.365,0.295,0.394,0.344,0.62,0.87,0.67,99.73,200.39
TR,Teleorman,Alexandria,964911,0.457,0.343,0.332,0.379,0.361,0.61,7.5,5.89,217.8,292.87
SB,Sibiu,Medias,429964,0.346,0.523,0.326,0.386,0.449,0.17,4.59,4.6,116.28,167.47
BZB,Bucuresti,Sector 3,866801,0.667,0.315,0.231,0.336,0.31,0.42,1.07,0.4,433.29,295.64
GL,Galati,Tecuci,685049,0.46,0.389,0.536,0.452,0.406,0.29,7.5,3.76,287.19,15.33
CT,Constanta,Mangalia,489351,0.365,0.28,0.543,0.554,0.364,0.08,3.44,8.8,2.2,22.53
TM,Timis,Sannicolau Mare,533155,0.52,0.449,0.242,0.344,0.349,0.1,1.67,3.87,363.74,32.84
GJ,Gorj,Motru,615609,0.337,0.476,0.392,0.355,0.356,0.28,6.66,4.17,509.76,183.45
AG,Arges,Pitesti,563461,0.41,0.452,0.424,0.361,0.367,0.98,1.14,13.19,341.53,238.6
CJ,Cluj,Cluj-Napoca,587598,0.451,0.418,0.313,0.426,0.363,0.1,0.77,0.65,258.63,79.48
IL,Ialomita,Fetesti,555521,0.484,0.365,0.388,0.356,0.374,0.1,0.78,7.94,446.19,76.82
BV,Brasov,Brasov,256136,0.274,0.517,0.401,0.496,0.505,0.14,6.47,18.0,554.61,43.98
BZB,Bucuresti,Sector 1,345837,0.685,0.336,0.248,0.368,0.399,0.19,0.1,3.83,106.21,224.0
AB,Alba,Sebes,360126,0.293,0.632,0.368,0.438,0.487,0.42,6.58,0.87,347.13,217.96
DB,Dambovita,Targoviste,707746,0.426,0.454,0.409,0.355,0.351,0.1,4.94,10.33,182.01,124.64
IF,Ilfov,Chitila,775253,0.508,0.401,0.318,0.397,0.321,0.21,1.4,5.85,508.95,300.02
IF,Ilfov,Otopeni,797851,0.505,0.335,0.364,0.335,0.38,3.89,0.67,14.26,538.5,210.69
BC,Bacau,Onesti,595035,0.43,0.437,0.398,0.426,0.385,1.45,2.42,13.7,261.93,87.86
AG,Arges,Pitesti,191644,0.389,0.352,0.352,0.414,0.324,0.72,3.23,18.0,540.53,101.21
SM,Satu Mare,Carei,537534,0.43,0.365,0.292,0.45,0.3,0.08,3.3,5.67,494.74,168.37
IF,Ilfov,Otopeni,875857,0.5,0.368,0.387,0.354,0.349,0.29,1.0,1.86,174.67,49.37
CL,Calarasi,Oltenita,687812,0.449,0.362,0.451,0.436,0.36,0.11,3.7,0.7,334.14,1.55
CJ,Cluj,Cluj-Napoca,900556,0.482,0.485,0.295,0.424,0.401,0.05,0.91,2.41,481.46,48.87
CJ,Cluj,Dej,181299,0.566,0.4,0.242,0.396,0.361,0.37,1.48,1.44,113.35,42.13
SV,Suceava,Radauti,561578,0.395,0.457,0.372,0.411,0.446,0.57,2.21,4.86,143.25,36.75
OT,Olt,Caracal,652182,0.462,0.363,0.339,0.375,0.34,0.31,2.07,18.0,445.54,229.55
BC,Bacau,Moinesti,160190,0.438,0.432,0.357,0.433,0.395,0.59,0.61,8.76,105.36,278.85
BH,Bihor,Oradea,371193,0.456,0.437,0.361,0.42,0.355,0.27,1.35,5.9,183.85,392.54
BV,Brasov,Sacele,545832,0.315,0.654,0.327,0.499,0.512,0.17,5.05,4.1,279.63,34.64
BC,Bacau,Moinesti,330881,0.513,0.426,0.377,0.354,0.398,0.08,6.54,6.32,341.27,75.22
CS,Caras-Severin,Caransebes,599792,0.149,0.303,0.189,0.204,0.238,0.06,4.65,11.6,200.96,332.39
BR,Braila,Braila,510460,0.418,0.315,0.493,0.373,0.337,0.62,1.3,2.62,465.31,21.45
BZ,Buzau,Buzau,706486,0.382,0.368,0.399,0.377,0.419,0.09,4.06,3.71,302.03,268.55
IF,Ilfov,Chitila,673859,0.512,0.401,0.323,0.386,0.361,0.17,6.07,17.87,86.86,71.64
BC,Bacau,Moinesti,940270,0.498,0.422,0.386,0.43,0.398,0.47,5.32,7.67,434.43,149.93
BH,Bihor,Oradea,606734,0.407,0.344,0.357,0.431,0.35,0.1,1.83,4.73,487.02,216.28
AG,Arges,Campulung,820870,0.409,0.346,0.396,0.382,0.364,0.09,2.52,15.62,112.87,265.82
TL,Tulcea,Tulcea,994300,0.407,0.239,0.616,0.613,0.384,0.14,0.58,1.32,8.98,3.89
BR,Braila,Braila,853282,0.38,0.301,0.542,0.406,0.384,0.19,1.85,3.23,239.3,1.02
BT,Botosani,Botosani,486955,0.371,0.397,0.377,0.381,0.424,0.28,1.64,5.15,266.76,286.41
SB,Sibiu,Sibiu,512847,0.338,0.561,0.311,0.456,0.473,0.61,4.27,12.95,589.53,183.34
PH,Prahova,Ploiesti,640781,0.447,0.39,0.316,0.31,0.383,0.15,0.16,0.5,451.79,234.74
IF,Ilfov,Chitila,925437,0.494,0.381,0.373,0.325,0.348,0.05,1.19,15.5,488.2,277.74
BT,Botosani,Dorohoi,525346,0.427,0.481,0.324,0.406,0.4,5.05,7.5,18.0,503.55,124.61
BZB,Bucuresti,Sector 4,411400,0.667,0.324,0.211,0.381,0.371,0.24,0.26,0.81,221.86,103.55
MH,Mehedinti,Drobeta-Turnu Severin,877835,0.216,0.156,0.327,0.257,0.176,0.35,3.64,7.99,509.57,16.71
CJ,Cluj,Cluj-Napoca,910318,0.481,0.367,0.253,0.409,0.4,0.5,1.31,2.42,309.86,147.42
SB,Sibiu,Sibiu,476172,0.343,0.619,0.318,0.473,0.406,0.21,1.25,4.77,276.42,270.67
VS,Vaslui,Husi,553651,0.474,0.404,0.361,0.369,0.391,0.58,1.29,9.25,444.86,204.19
BR,Braila,Braila,932142,0.363,0.36,0.545,0.353,0.349,0.25,4.99,5.92,453.58,15.65
SB,Sibiu,Sibiu,493090,0.287,0.525,0.341,0.463,0.388,0.18,1.77,6.69,286.61,349.21
BH,Bihor,Oradea,139687,0.454,0.455,0.304,0.344,0.34,0.08,2.05,14.49,97.63,124.0
MS,Mures,Targu Mures,603734,0.327,0.523,0.311,0.401,0.434,0.14,3.02,10.2,220.37,302.84
CJ,Cluj,Cluj-Napoca,325990,0.51,0.375,0.301,0.426,0.359,0.28,0.58,0.43,474.87,312.51
TM,Timis,Timisoara,758033,0.461,0.442,0.27,0.439,0.333,0.14,0.21,0.72,478.84,53.69
CL,Calarasi,Oltenita,451011,0.412,0.378,0.502,0.432,0.379,0.13,3.92,2.75,81.68,15.24
TM,Timis,Timisoara,133920,0.549,0.348,0.29,0.397,0.358,0.07,1.49,1.94,211.1,307.93
BN,Bistrita-Nasaud,Nasaud,499642,0.143,0.323,0.189,0.242,0.232,0.21,1.79,13.39,339.26,319.75
HD,Hunedoara,Petrosani,827467,0.339,0.629,0.286,0.398,0.394,0.07,7.5,18.0,99.35,368.56
BZB,Bucuresti,Sector 6,179967,0.666,0.337,0.204,0.398,0.386,0.38,0.15,0.78,585.33,116.29
MS,Mures,Reghin,920248,0.355,0.465,0.278,0.434,0.38,0.97,4.8,11.54,132.86,33.17
TM,Timis,Sannicolau Mare,758554,0.488,0.448,0.236,0.434,0.329,1.74,0.1,0.43,142.81,285.01
CL,Calarasi,Oltenita,986590,0.427,0.346,0.455,0.347,0.328,0.1,2.92,17.6,204.96,12.11
BZ,Buzau,Buzau,294137,0.377,0.422,0.411,0.381,0.355,0.22,6.71,1.55,560.83,244.22
DB,Dambovita,Targoviste,161698,0.363,0.419,0.395,0.42,0.355,0.65,2.02,14.68,341.76,226.51
BZB,Bucuresti,Sector 4,467129,0.682,0.28,0.242,0.339,0.352,0.14,0.69,2.02,190.85,81.0
BZB,Bucuresti,Sector 5,547938,0.664,0.281,0.231,0.336,0.343,0.96,0.78,1.99,586.36,151.54
NT,Neamt,Roman,692462,0.341,0.472,0.381,0.513,0.41,0.12,2.01,14.84,90.88,333.73
BR,Braila,Braila,912669,0.397,0.387,0.485,0.448,0.301,0.27,7.3,8.91,157.07,9.31
HR,Harghita,Odorheiu Secuiesc,323214,0.273,0.658,0.389,0.408,0.507,0.11,1.94,2.88,137.32,248.59
AR,Arad,Lipova,822109,0.419,0.418,0.329,0.414,0.394,0.28,4.49,18.0,309.01,128.67
BC,Bacau,Bacau,400150,0.452,0.35,0.457,0.413,0.432,0.06,4.88,10.51,210.37,306.85
SM,Satu Mare,Carei,468181,0.445,0.357,0.326,0.442,0.372,0.78,0.2,3.12,297.21,174.68
BR,Braila,Braila,411681,0.407,0.337,0.414,0.451,0.35,0.08,7.5,9.1,215.33,17.87
NT,Neamt,Piatra Neamt,115255,0.423,0.558,0.387,0.468,0.389,0.48,0.2,11.37,454.2,152.77
AG,Arges,Curtea de Arges,332588,0.457,0.417,0.411,0.328,0.384,0.56,3.03,0.2,258.43,240.35
BZB,Bucuresti,Sector 6,846084,0.773,0.286,0.211,0.301,0.334,0.16,1.45,1.38,177.34,386.96
TR,Teleorman,Turnu Magurele,567295,0.402,0.342,0.331,0.396,0.356,0.43,6.71,11.56,268.97,255.46
BR,Braila,Braila,262885,0.445,0.37,0.443,0.445,0.37,0.75,2.2,1.43,561.96,15.86
VL,Valcea,Ramnicu Valcea,431489,0.339,0.423,0.333,0.319,0.385,0.25,2.46,3.25,243.49,295.28
CJ,Cluj,Dej,745736,0.456,0.371,0.264,0.415,0.402,0.33,0.22,0.82,293.75,369.08
BZB,Bucuresti,Sector 2,237796,0.619,0.371,0.246,0.322,0.392,0.18,0.28,2.41,301.07,177.02
BH,Bihor,Salonta,473716,0.358,0.415,0.365,0.429,0.344,0.52,0.65,5.58,308.56,111.71
BR,Braila,Braila,496159,0.341,0.336,0.412,0.423,0.313,0.26,7.5,16.09,411.17,4.37
BZB,Bucuresti,Sector 5,864195,0.71,0.325,0.24,0.364,0.298,0.54,0.21,2.11,570.94,376.18
GJ,Gorj,Motru,359031,0.396,0.446,0.407,0.384,0.398,0.33,4.34,18.0,152.72,272.58
MS,Mures,Reghin,526935,0.4,0.5,0.298,0.403,0.444,1.13,1.72,13.07,146.82,236.53
PH,Prahova,Campina,999316,0.474,0.342,0.312,0.312,0.379,0.36,0.66,2.54,354.0,172.39
IF,Ilfov,Chitila,329091,0.432,0.329,0.334,0.39,0.36,0.25,2.89,18.0,326.15,275.83
CJ,Cluj,Cluj-Napoca,763528,0.523,0.416,0.294,0.381,0.407,0.31,1.22,0.5,445.72,268.04
BR,Braila,Braila,895824,0.399,0.378,0.516,0.412,0.311,0.63,2.91,6.59,198.14,1.17
TL,Tulcea,Tulcea,104031,0.383,0.26,0.685,0.682,0.327,0.05,1.91,9.49,29.8,6.42
NT,Neamt,Piatra Neamt,636441,0.388,0.504,0.428,0.417,0.473,2.31,4.21,9.99,394.53,112.15
CV,Covasna,Sfantu Gheorghe,457727,0.334,0.679,0.379,0.403,0.436,0.05,0.28,5.8,211.63,244.65
CT,Constanta,Medgidia,382586,0.356,0.254,0.699,0.572,0.358,0.17,3.98,7.45,27.47,11.06
PH,Prahova,Campina,320695,0.502,0.411,0.33,0.37,0.352,0.32,1.43,0.49,322.7,242.92
SM,Satu Mare,Satu Mare,344936,0.35,0.378,0.315,0.447,0.393,0.79,0.2,6.9,430.15,377.49
CL,Calarasi,Oltenita,223127,0.372,0.355,0.409,0.44,0.362,0.98,0.97,1.79,223.4,6.07
BZB,Bucuresti,Sector 2,470996,0.676,0.296,0.199,0.345,0.364,0.33,0.68,0.51,227.36,368.87
AG,Arges,Campulung,679425,0.457,0.347,0.381,0.36,0.365,0.48,4.03,0.33,100.92,240.62
CJ,Cluj,Dej,910372,0.542,0.439,0.256,0.427,0.338,0.08,0.14,1.53,213.38,190.94
BZB,Bucuresti,Sector 3,384433,0.698,0.284,0.203,0.299,0.393,0.58,1.15,1.03,545.75,301.37
SJ,Salaj,Zalau,699232,0.389,0.422,0.312,0.34,0.395,0.1,1.41,10.67,267.85,105.34
VL,Valcea,Ramnicu Valcea,899611,0.357,0.402,0.412,0.341,0.383,0.24,7.5,10.52,272.69,50.19
BZB,Bucuresti,Sector 5,970895,0.664,0.278,0.216,0.375,0.325,0.2,0.63,1.26,231.22,46.33
CL,Calarasi,Calarasi,776099,0.441,0.337,0.416,0.457,0.344,0.15,1.83,18.0,414.78,16.09
BZB,Bucuresti,Sector 2,343406,0.603,0.328,0.235,0.347,0.318,0.05,0.52,3.29,571.29,397.7
CJ,Cluj,Cluj-Napoca,867459,0.523,0.456,0.238,0.376,0.406,0.29,0.41,2.52,294.74,200.36
BZB,Bucuresti,Sector 3,625441,0.758,0.313,0.257,0.314,0.322,0.38,0.65,0.76,240.02,367.51
VN,Vrancea,Adjud,551231,0.413,0.361,0.408,0.401,0.379,0.44,2.49,8.08,394.49,46.41
CJ,Cluj,Turda,544067,0.505,0.414,0.284,0.327,0.353,0.39,2.02,2.13,87.9,331.19
CT,Constanta,Constanta,343413,0.37,0.236,0.569,0.657,0.304,0.47,3.75,2.86,26.67,1.79
CJ,Cluj,Turda,138400,0.522,0.483,0.312,0.431,0.414,0.49,0.4,1.8,144.86,311.76
BC,Bacau,Bacau,337461,0.512,0.402,0.379,0.364,0.451,0.2,0.33,13.92,199.24,319.63
OT,Olt,Caracal,976643,0.489,0.387,0.43,0.397,0.358,0.26,0.2,8.66,520.51,36.79
BR,Braila,Braila,501642,0.443,0.351,0.461,0.344,0.359,0.09,2.81,3.06,196.78,19.5
BV,Brasov,Sacele,279356,0.322,0.666,0.33,0.483,0.458,0.55,2.0,18.0,577.09,334.38
BZB,Bucuresti,Sector 1,314919,0.579,0.294,0.232,0.353,0.399,0.2,1.78,0.1,272.18,47.7
MH,Mehedinti,Drobeta-Turnu Severin,198508,0.187,0.152,0.291,0.254,0.197,0.15,2.07,4.24,393.45,16.71
BZB,Bucuresti,Sector 2,635764,0.705,0.288,0.253,0.341,0.298,1.56,0.56,1.42,306.53,113.58
BZB,Bucuresti,Sector 4,242013,0.585,0.281,0.234,0.331,0.394,0.35,1.82,1.26,434.75,362.17
BH,Bihor,Salonta,469897,0.364,0.378,0.312,0.355,0.366,0.17,1.32,2.68,326.15,185.07
SB,Sibiu,Sibiu,921848,0.368,0.586,0.365,0.488,0.468,0.17,3.3,18.0,493.31,330.02
CL,Calarasi,Oltenita,258049,0.413,0.399,0.531,0.344,0.387,0.13,0.99,18.0,164.92,10.85
BH,Bihor,Salonta,246847,0.411,0.371,0.304,0.42,0.35,0.14,4.49,11.9,219.74,380.86
BZB,Bucuresti,Sector 2,420916,0.747,0.348,0.243,0.347,0.328,0.49,0.53,1.59,425.05,231.02
CT,Constanta,Mangalia,766162,0.407,0.217,0.56,0.563,0.308,0.09,3.24,13.51,2.42,11.04
OT,Olt,Slatina,638048,0.372,0.309,0.331,0.404,0.307,0.22,7.04,9.43,484.92,226.96
CS,Caras-Severin,Caransebes,292868,0.162,0.304,0.164,0.254,0.227,0.46,5.55,7.24,474.18,133.66
CL,Calarasi,Oltenita,354345,0.445,0.4,0.477,0.36,0.308,0.52,7.5,14.94,434.96,18.94
OT,Olt,Caracal,708732,0.372,0.389,0.349,0.33,0.393,0.31,2.34,9.65,464.1,100.11
PH,Prahova,Ploiesti,875445,0.434,0.445,0.318,0.311,0.427,0.17,0.53,1.48,329.8,374.75
VL,Valcea,Dragasani,772268,0.437,0.452,0.347,0.372,0.367,0.64,0.85,6.85,457.16,354.8
BZB,Bucuresti,Sector 5,710324,0.756,0.279,0.232,0.373,0.32,0.35,0.19,3.82,241.65,138.88
TM,Timis,Timisoara,346105,0.455,0.43,0.255,0.378,0.372,0.06,0.64,1.35,430.07,380.42
BC,Bacau,Onesti,127089,0.474,0.359,0.34,0.439,0.454,0.24,6.6,1.36,396.45,62.3
TM,Timis,Timisoara,132065,0.551,0.412,0.238,0.346,0.306,0.16,0.39,0.32,132.04,75.97
SV,Suceava,Suceava,953214,0.421,0.453,0.363,0.393,0.362,0.47,1.74,1.58,279.11,30.82
CL,Calarasi,Calarasi,958998,0.361,0.359,0.467,0.366,0.311,0.24,2.77,9.17,175.36,14.01
AG,Arges,Curtea de Arges,315900,0.396,0.448,0.334,0.385,0.323,0.82,0.59,11.98,102.03,147.27
BH,Bihor,Alesd,850595,0.419,0.402,0.328,0.361,0.336,0.34,7.5,6.91,141.93,98.35
HD,Hunedoara,Petrosani,895208,0.31,0.506,0.308,0.448,0.443,0.41,5.34,0.56,226.58,129.22
TR,Teleorman,Alexandria,428285,0.443,0.334,0.356,0.426,0.365,0.22,7.5,18.0,282.07,55.14
DJ,Dolj,Bailesti,589805,0.465,0.343,0.377,0.373,0.398,0.16,1.73,1.46,131.62,90.96
CT,Constanta,Constanta,483233,0.426,0.24,0.687,0.511,0.304,0.53,2.82,6.45,22.64,12.06
CJ,Cluj,Dej,901983,0.428,0.434,0.249,0.346,0.357,0.51,1.44,0.45,219.56,249.93
PH,Prahova,Campina,374738,0.468,0.407,0.321,0.358,0.428,0.86,0.81,1.19,95.4,350.17
IS,Iasi,Iasi,607393,0.585,0.397,0.363,0.33,0.324,0.25,0.54,1.57,442.85,392.95
DB,Dambovita,Gaesti,780224,0.357,0.429,0.403,0.366,0.34,0.41,1.47,7.99,355.84,309.76
DB,Dambovita,Targoviste,930342,0.402,0.454,0.349,0.333,0.362,0.25,4.73,15.35,495.16,73.95
SV,Suceava,Falticeni,507202,0.381,0.567,0.344,0.391,0.39,0.72,2.66,2.13,276.81,158.44
BZB,Bucuresti,Sector 2,444380,0.64,0.306,0.255,0.384,0.375,0.21,0.36,0.72,524.52,207.2
BT,Botosani,Botosani,209323,0.429,0.502,0.416,0.365,0.455,0.32,4.65,15.42,566.42,385.31
CL,Calarasi,Calarasi,447255,0.357,0.32,0.448,0.405,0.345,0.06,7.5,8.87,320.58,23.44
BZB,Bucuresti,Sector 1,566798,0.772,0.362,0.234,0.389,0.393,0.11,0.72,1.0,137.89,111.4
BZB,Bucuresti,Sector 4,932433,0.575,0.357,0.233,0.302,0.342,0.26,0.26,0.77,136.31,313.19
OT,Olt,Caracal,453966,0.41,0.38,0.369,0.398,0.372,0.13,4.06,4.8,598.54,379.6
HD,Hunedoara,Petrosani,835535,0.368,0.474,0.339,0.486,0.363,0.79,5.33,8.21,486.83,390.13
TR,Teleorman,Turnu Magurele,241120,0.461,0.344,0.336,0.366,0.309,0.37,0.71,18.0,207.49,305.0
CJ,Cluj,Dej,527310,0.475,0.439,0.271,0.343,0.373,0.56,0.39,3.04,496.73,129.32
CJ,Cluj,Turda,485261,0.511,0.43,0.312,0.409,0.353,0.09,0.41,0.94,380.31,44.3
AB,Alba,Alba Iulia,613064,0.314,0.474,0.306,0.391,0.423,0.15,4.39,18.0,232.14,276.87
CL,Calarasi,Oltenita,170710,0.347,0.303,0.452,0.457,0.349,0.4,3.58,13.75,142.43,23.2
BN,Bistrita-Nasaud,Bistrita,833761,0.133,0.32,0.187,0.207,0.237,0.6,2.27,2.76,526.42,41.55
AR,Arad,Lipova,680835,0.36,0.373,0.362,0.357,0.384,1.0,2.13,15.62,167.26,91.63
NT,Neamt,Roman,498184,0.355,0.427,0.391,0.491,0.446,0.23,1.25,12.31,576.56,306.1
MS,Mures,Sighisoara,239393,0.313,0.439,0.257,0.399,0.373,0.13,1.33,5.06,150.38,119.47
MH,Mehedinti,Drobeta-Turnu Severin,252669,0.214,0.194,0.314,0.193,0.16,0.3,6.21,6.7,336.47,24.5
MS,Mures,Reghin,751330,0.366,0.488,0.329,0.349,0.413,0.23,2.9,5.32,285.52,317.46
BN,Bistrita-Nasaud,Nasaud,429329,0.153,0.266,0.175,0.251,0.196,0.43,4.99,11.58,571.81,273.31
VL,Valcea,Dragasani,944888,0.386,0.37,0.33,0.373,0.393,0.17,3.26,4.53,445.45,282.78
TM,Timis,Timisoara,353151,0.509,0.367,0.277,0.345,0.391,0.07,0.21,2.8,567.01,218.77
TM,Timis,Lugoj,394252,0.512,0.448,0.238,0.401,0.385,0.76,1.15,1.15,320.89,96.44
HD,Hunedoara,Deva,474183,0.352,0.483,0.338,0.485,0.398,0.23,0.2,2.63,577.24,312.66
BZ,Buzau,Ramnicul Sarat,836302,0.344,0.422,0.324,0.413,0.419,0.1,4.41,4.26,341.02,49.99
TR,Teleorman,Alexandria,549254,0.432,0.366,0.337,0.387,0.34,0.13,6.39,2.66,159.42,58.87
SB,Sibiu,Medias,651572,0.292,0.549,0.365,0.477,0.418,0.24,0.22,10.43,100.19,232.71
MS,Mures,Sighisoara,146566,0.36,0.457,0.279,0.343,0.341,0.73,1.17,5.47,511.43,280.17
GL,Galati,Tecuci,308386,0.434,0.421,0.442,0.478,0.395,0.05,0.77,18.0,283.64,3.48
BZB,Bucuresti,Sector 5,353115,0.674,0.299,0.229,0.309,0.371,0.11,0.87,0.74,240.25,235.02
MH,Mehedinti,Drobeta-Turnu Severin,335147,0.218,0.15,0.319,0.229,0.199,0.16,2.21,5.77,131.72,15.08
BZB,Bucuresti,Sector 5,315330,0.579,0.282,0.191,0.304,0.321,0.16,1.25,1.49,215.76,31.79
BC,Bacau,Onesti,708191,0.389,0.439,0.342,0.374,0.382,0.12,7.5,12.25,82.71,213.93
PH,Prahova,Sinaia,347060,0.519,0.457,0.323,0.36,0.349,0.3,0.27,0.31,322.71,181.5
TM,Timis,Sannicolau Mare,597101,0.539,0.4,0.275,0.396,0.383,0.26,0.57,1.69,262.26,103.04
TM,Timis,Lugoj,572609,0.59,0.424,0.265,0.399,0.39,0.07,0.65,1.28,457.75,238.54
CV,Covasna,Sfantu Gheorghe,831798,0.315,0.675,0.394,0.387,0.395,0.25,6.21,12.9,305.43,154.32
OT,Olt,Caracal,713238,0.444,0.335,0.353,0.331,0.308,0.08,3.55,11.37,199.39,147.89
BN,Bistrita-Nasaud,Bistrita,758097,0.143,0.289,0.166,0.252,0.249,0.65,7.5,3.05,295.21,258.89
BV,Brasov,Brasov,834121,0.266,0.62,0.357,0.531,0.475,0.26,2.23,18.0,100.02,276.68
SM,Satu Mare,Satu Mare,626130,0.358,0.361,0.308,0.459,0.391,0.21,2.8,12.38,110.83,158.97
TR,Teleorman,Alexandria,632048,0.422,0.376,0.351,0.394,0.38,0.23,5.11,6.76,224.28,395.95
VS,Vaslui,Vaslui,362526,0.431,0.42,0.427,0.386,0.359,0.33,1.03,4.91,368.38,81.49
VL,Valcea,Dragasani,426335,0.428,0.427,0.329,0.327,0.384,0.21,4.83,18.0,130.81,65.03
SB,Sibiu,Sibiu,715322,0.277,0.55,0.341,0.411,0.416,0.31,5.67,11.1,237.98,180.05
SJ,Salaj,Zalau,496001,0.372,0.399,0.341,0.351,0.43,0.16,2.49,7.25,219.1,229.87
SM,Satu Mare,Carei,832806,0.398,0.341,0.317,0.414,0.312,0.47,1.52,6.97,514.7,296.18
BV,Brasov,Brasov,940202,0.313,0.601,0.311,0.53,0.464,0.11,7.5,13.04,301.58,332.59
PH,Prahova,Campina,715996,0.436,0.364,0.295,0.396,0.389,0.15,0.48,2.23,154.77,45.42
MM,Maramures,Sighetu Marmatiei,259764,0.298,0.627,0.383,0.468,0.365,1.09,0.28,3.01,250.24,77.23
CJ,Cluj,Cluj-Napoca,160897,0.463,0.405,0.309,0.34,0.412,1.1,0.75,1.66,575.97,289.4
VS,Vaslui,Barlad,805662,0.452,0.346,0.365,0.347,0.404,0.27,5.3,13.38,295.76,115.11
IF,Ilfov,Voluntari,219688,0.405,0.3,0.402,0.408,0.386,0.13,1.34,2.38,507.74,345.75
TM,Timis,Timisoara,957714,0.589,0.373,0.25,0.385,0.306,0.63,1.2,0.6,267.96,146.57
HR,Harghita,Odorheiu Secuiesc,325098,0.289,0.637,0.392,0.411,0.513,0.17,0.49,3.09,145.27,47.41
CL,Calarasi,Calarasi,680721,0.4,0.367,0.542,0.359,0.321,0.11,0.28,14.89,87.05,23.37
BZB,Bucuresti,Sector 5,839386,0.669,0.333,0.193,0.382,0.299,0.99,0.15,0.9,114.86,120.88
BZB,Bucuresti,Sector 2,208951,0.666,0.303,0.236,0.378,0.396,0.21,0.1,2.01,480.98,331.2
MS,Mures,Reghin,465060,0.36,0.44,0.342,0.359,0.366,0.17,1.26,3.91,329.36,243.57
BN,Bistrita-Nasaud,Nasaud,907590,0.172,0.31,0.178,0.239,0.251,0.09,0.94,9.87,536.58,72.07
BR,Braila,Braila,988627,0.417,0.32,0.428,0.451,0.344,0.43,4.01,1.95,560.21,6.87
CT,Constanta,Constanta,846715,0.425,0.277,0.547,0.61,0.375,0.06,0.29,3.99,18.9,9.16
